Date,Team,Opponent,Team Score,Opponent Score,Location,Team Margin,Team Result,Team Location
11/12/2012,Fairfield,Virginia,45,54,Virginia,-9,Loss,Away
11/12/2012,NC A&T,Utah Valley,55,64,NC A&T,-9,Loss,Home
11/12/2012,MD E Shore,Ark Pine Bluff,52,62,Neutral,-10,Loss,Neutral
11/12/2012,Portland St,Oregon,69,80,Oregon,-11,Loss,Away
11/12/2012,C Michigan,Iowa,61,73,Iowa,-12,Loss,Away
11/12/2012,Georgia,Youngstown St,56,68,Georgia,-12,Loss,Home
11/12/2012,Liberty,William & Mary,59,71,Liberty,-12,Loss,Home
11/12/2012,Norfolk St,Seton Hall,65,78,Seton Hall,-13,Loss,Away
11/12/2012,CS Fullerton,Stanford,68,81,Stanford,-13,Loss,Away
11/12/2012,Houston Bap,Hawaii,60,73,Hawaii,-13,Loss,Away
11/12/2012,North Florida,Memphis,66,81,Memphis,-15,Loss,Away
11/12/2012,Penn,Delaware,69,84,Neutral,-15,Loss,Neutral
11/12/2012,TX Pan American,Bradley,61,78,Bradley,-17,Loss,Away
11/12/2012,New Orleans,S Illinois,55,72,New Orleans,-17,Loss,Home
11/12/2012,E Washington,CS Northridge,79,96,CS Northridge,-17,Loss,Away
11/12/2012,Troy,Texas A&M,65,83,Texas A&M,-18,Loss,Away
11/12/2012,Rhode Island,Virginia Tech,50,69,Virginia Tech,-19,Loss,Away
11/12/2012,Morehead St,Maryland,45,67,Maryland,-22,Loss,Away
11/12/2012,Coppin St,Texas,46,69,Texas,-23,Loss,Away
11/12/2012,Lamar,Kansas St,55,79,Kansas St,-24,Loss,Away
11/12/2012,St Francis NY,Illinois,64,89,Illinois,-25,Loss,Away
11/12/2012,Toledo,Minnesota,56,82,Minnesota,-26,Loss,Away
11/12/2012,N Dakota St,Indiana,61,87,Indiana,-26,Loss,Away
11/12/2012,Yale,St Joseph's PA,35,61,St Joseph's PA,-26,Loss,Away
11/12/2012,Sacred Heart,Rutgers,62,88,Rutgers,-26,Loss,Away
11/12/2012,Buffalo,Florida St,68,95,Florida St,-27,Loss,Away
11/12/2012,Monmouth NJ,Notre Dame,57,84,Notre Dame,-27,Loss,Away
11/12/2012,Santa Barbara,Illinois St,72,100,Illinois St,-28,Loss,Away
11/12/2012,Robert Morris,Lehigh,60,89,Neutral,-29,Loss,Neutral
11/12/2012,Bryant,Providence,49,81,Providence,-32,Loss,Away
11/12/2012,Presbyterian,Clemson,44,77,Clemson,-33,Loss,Away
11/12/2012,West Virginia,Gonzaga,50,84,Gonzaga,-34,Loss,Away
11/12/2012,Fordham,Pittsburgh,51,86,Pittsburgh,-35,Loss,Away
11/12/2012,IUPUI,Michigan,54,91,Michigan,-37,Loss,Away
11/12/2012,Northern Arizona,UNLV,54,92,UNLV,-38,Loss,Away
11/12/2012,Alabama A&M,Iowa St,40,98,Iowa St,-58,Loss,Away
11/13/2012,Richmond,UNC Wilmington,101,58,Richmond,43,Win,Home
11/13/2012,Cincinnati,MS Valley St,102,60,Cincinnati,42,Win,Home
11/13/2012,Missouri,Alcorn St,91,54,Missouri,37,Win,Home
11/13/2012,Northwestern,TX Southern,79,49,Northwestern,30,Win,Home
11/13/2012,Michigan,Cleveland St,77,47,Michigan,30,Win,Home
11/13/2012,UCF,Alabama St,85,56,UCF,29,Win,Home
11/13/2012,Miami OH,Grambling,80,54,Miami OH,26,Win,Home
11/13/2012,LSU,McNeese St,73,48,LSU,25,Win,Home
11/13/2012,Pittsburgh,Lehigh,78,53,Pittsburgh,25,Win,Home
11/13/2012,Valparaiso,N Illinois,69,46,Valparaiso,23,Win,Home
11/13/2012,Stetson,Florida A&M,88,66,Stetson,22,Win,Home
11/13/2012,High Point,Appalachian St,86,64,Appalachian St,22,Win,Away
11/13/2012,Mississippi St,FL Atlantic,78,58,Mississippi St,20,Win,Home
11/13/2012,W Kentucky,Austin Peay,74,54,W Kentucky,20,Win,Home
11/13/2012,Connecticut,Vermont,67,49,Connecticut,18,Win,Home
11/13/2012,Mississippi,Coastal Car,90,72,Mississippi,18,Win,Home
11/13/2012,BYU,Georgia St,80,62,BYU,18,Win,Home
11/13/2012,USC,Long Beach St,62,44,USC,18,Win,Home
11/13/2012,Niagara,St Francis PA,86,69,Niagara,17,Win,Home
11/13/2012,California,Pepperdine,79,62,California,17,Win,Home
11/13/2012,Robert Morris,Fordham,74,58,Neutral,16,Win,Neutral
11/13/2012,Xavier,Butler,62,47,Xavier,15,Win,Home
11/13/2012,North Texas,Lamar,74,59,Neutral,15,Win,Neutral
11/13/2012,Temple,Kent,80,66,Kent,14,Win,Away
11/13/2012,New Hampshire,Dartmouth,72,58,Dartmouth,14,Win,Away
11/13/2012,IUPUI,Bowling Green,80,66,Neutral,14,Win,Neutral
11/13/2012,Charlotte,Ga Southern,66,53,Charlotte,13,Win,Home
11/13/2012,FL Gulf Coast,Miami FL,63,51,FL Gulf Coast,12,Win,Home
11/13/2012,Wright St,E Illinois,56,44,E Illinois,12,Win,Away
11/13/2012,Indiana St,Winthrop,66,55,Indiana St,11,Win,Home
11/13/2012,Marquette,SE Louisiana,64,53,Marquette,11,Win,Home
11/13/2012,Tulane,Bethune-Cookman,65,55,Tulane,10,Win,Home
11/13/2012,Fairfield,Penn,62,53,Neutral,9,Win,Neutral
11/13/2012,Stony Brook,Rider,54,46,Rider,8,Win,Away
11/13/2012,Boise St,Oakland,88,80,Boise St,8,Win,Home
11/13/2012,Mt St Mary's,Hartford,70,63,Mt St Mary's,7,Win,Home
11/13/2012,S Dakota St,Tennessee St,78,71,S Dakota St,7,Win,Home
11/13/2012,Duke,Kentucky,75,68,Neutral,7,Win,Neutral
11/13/2012,Delaware,Virginia,59,53,Virginia,6,Win,Away
11/13/2012,Bucknell,George Mason,61,56,Bucknell,5,Win,Home
11/13/2012,Massachusetts,Harvard,67,64,Massachusetts,3,Win,Home
11/13/2012,St John's,Detroit,77,74,St John's,3,Win,Home
11/13/2012,Middle Tenn St,Savannah St,58,55,Savannah St,3,Win,Away
11/13/2012,Michigan St,Kansas,67,64,Neutral,3,Win,Neutral
11/13/2012,Wichita St,VA Commonwealth,53,51,VA Commonwealth,2,Win,Away
11/13/2012,Houston,San Jose St,77,75,San Jose St,2,Win,Away
11/13/2012,Northeastern,Princeton,67,66,Princeton,1,Win,Away
11/13/2012,Albany NY,Washington,63,62,Washington,1,Win,Away
11/13/2012,UCLA,UC Irvine,80,79,UCLA,1,Win,Home
11/13/2012,Princeton,Northeastern,66,67,Princeton,-1,Loss,Home
11/13/2012,Washington,Albany NY,62,63,Washington,-1,Loss,Home
11/13/2012,UC Irvine,UCLA,79,80,UCLA,-1,Loss,Away
11/13/2012,VA Commonwealth,Wichita St,51,53,VA Commonwealth,-2,Loss,Home
11/13/2012,San Jose St,Houston,75,77,San Jose St,-2,Loss,Home
11/13/2012,Harvard,Massachusetts,64,67,Massachusetts,-3,Loss,Away
11/13/2012,Detroit,St John's,74,77,St John's,-3,Loss,Away
11/13/2012,Savannah St,Middle Tenn St,55,58,Savannah St,-3,Loss,Home
11/13/2012,Kansas,Michigan St,64,67,Neutral,-3,Loss,Neutral
11/13/2012,George Mason,Bucknell,56,61,Bucknell,-5,Loss,Away
11/13/2012,Virginia,Delaware,53,59,Virginia,-6,Loss,Home
11/13/2012,Hartford,Mt St Mary's,63,70,Mt St Mary's,-7,Loss,Away
11/13/2012,Tennessee St,S Dakota St,71,78,S Dakota St,-7,Loss,Away
11/13/2012,Kentucky,Duke,68,75,Neutral,-7,Loss,Neutral
11/13/2012,Rider,Stony Brook,46,54,Rider,-8,Loss,Home
11/13/2012,Oakland,Boise St,80,88,Boise St,-8,Loss,Away
11/13/2012,Penn,Fairfield,53,62,Neutral,-9,Loss,Neutral
11/13/2012,Bethune-Cookman,Tulane,55,65,Tulane,-10,Loss,Away
11/13/2012,Winthrop,Indiana St,55,66,Indiana St,-11,Loss,Away
11/13/2012,SE Louisiana,Marquette,53,64,Marquette,-11,Loss,Away
11/13/2012,Miami FL,FL Gulf Coast,51,63,FL Gulf Coast,-12,Loss,Away
11/13/2012,E Illinois,Wright St,44,56,E Illinois,-12,Loss,Home
11/13/2012,Ga Southern,Charlotte,53,66,Charlotte,-13,Loss,Away
11/13/2012,Kent,Temple,66,80,Kent,-14,Loss,Home
11/13/2012,Dartmouth,New Hampshire,58,72,Dartmouth,-14,Loss,Home
11/13/2012,Bowling Green,IUPUI,66,80,Neutral,-14,Loss,Neutral
11/13/2012,Butler,Xavier,47,62,Xavier,-15,Loss,Away
11/13/2012,Lamar,North Texas,59,74,Neutral,-15,Loss,Neutral
11/13/2012,Fordham,Robert Morris,58,74,Neutral,-16,Loss,Neutral
11/13/2012,St Francis PA,Niagara,69,86,Niagara,-17,Loss,Away
11/13/2012,Pepperdine,California,62,79,California,-17,Loss,Away
11/13/2012,Vermont,Connecticut,49,67,Connecticut,-18,Loss,Away
11/13/2012,Coastal Car,Mississippi,72,90,Mississippi,-18,Loss,Away
11/13/2012,Georgia St,BYU,62,80,BYU,-18,Loss,Away
11/13/2012,Long Beach St,USC,44,62,USC,-18,Loss,Away
11/13/2012,FL Atlantic,Mississippi St,58,78,Mississippi St,-20,Loss,Away
11/13/2012,Austin Peay,W Kentucky,54,74,W Kentucky,-20,Loss,Away
11/13/2012,Florida A&M,Stetson,66,88,Stetson,-22,Loss,Away
11/13/2012,Appalachian St,High Point,64,86,Appalachian St,-22,Loss,Home
11/13/2012,N Illinois,Valparaiso,46,69,Valparaiso,-23,Loss,Away
11/13/2012,McNeese St,LSU,48,73,LSU,-25,Loss,Away
11/13/2012,Lehigh,Pittsburgh,53,78,Pittsburgh,-25,Loss,Away
11/13/2012,Grambling,Miami OH,54,80,Miami OH,-26,Loss,Away
11/13/2012,Alabama St,UCF,56,85,UCF,-29,Loss,Away
11/13/2012,TX Southern,Northwestern,49,79,Northwestern,-30,Loss,Away
11/13/2012,Cleveland St,Michigan,47,77,Michigan,-30,Loss,Away
11/13/2012,Alcorn St,Missouri,54,91,Missouri,-37,Loss,Away
11/13/2012,MS Valley St,Cincinnati,60,102,Cincinnati,-42,Loss,Away
11/13/2012,UNC Wilmington,Richmond,58,101,Richmond,-43,Loss,Away
11/14/2012,Texas Tech,NE Omaha,91,63,Texas Tech,28,Win,Home
11/14/2012,Navy,Binghamton,75,52,Navy,23,Win,Home
11/14/2012,Washington St,Utah Valley,72,49,Washington St,23,Win,Home
11/14/2012,Florida,Wisconsin,74,56,Florida,18,Win,Home
11/14/2012,Louisiana Tech,Ark Little Rock,70,52,Louisiana Tech,18,Win,Home
11/14/2012,CS Sacramento,CS Bakersfield,85,67,CS Sacramento,18,Win,Home
11/14/2012,Creighton,UAB,77,60,Creighton,17,Win,Home
11/14/2012,Denver,TAM C. Christi,68,51,Denver,17,Win,Home
11/14/2012,Loyola MD,MD Baltimore Co,86,70,Loyola MD,16,Win,Home
11/14/2012,Georgia Tech,Presbyterian,52,38,Georgia Tech,14,Win,Home
11/14/2012,Colgate,Marist,74,60,Colgate,14,Win,Home
11/14/2012,Wyoming,NC Central,73,60,Wyoming,13,Win,Home
11/14/2012,Santa Clara,St Louis,74,62,St Louis,12,Win,Away
11/14/2012,Edwardsville,W Illinois,62,50,Edwardsville,12,Win,Home
11/14/2012,Georgetown,Liberty,68,59,Georgetown,9,Win,Home
11/14/2012,Fresno St,UC Riverside,39,30,UC Riverside,9,Win,Away
11/14/2012,Savannah St,North Florida,54,47,Savannah St,7,Win,Home
11/14/2012,Southern Univ,South Dakota,83,79,Neutral,4,Win,Neutral
11/14/2012,Lipscomb,Gardner Webb,66,62,Gardner Webb,4,Win,Away
11/14/2012,St Bonaventure,Cornell,72,68,Cornell,4,Win,Away
11/14/2012,Delaware St,Wagner,73,69,Delaware St,4,Win,Home
11/14/2012,San Diego,N Kentucky,65,61,San Diego,4,Win,Home
11/14/2012,Holy Cross,Maine,57,54,Holy Cross,3,Win,Home
11/14/2012,Northern Iowa,Toledo,84,81,Northern Iowa,3,Win,Home
11/14/2012,Maine,Holy Cross,54,57,Holy Cross,-3,Loss,Away
11/14/2012,Toledo,Northern Iowa,81,84,Northern Iowa,-3,Loss,Away
11/14/2012,South Dakota,Southern Univ,79,83,Neutral,-4,Loss,Neutral
11/14/2012,Gardner Webb,Lipscomb,62,66,Gardner Webb,-4,Loss,Home
11/14/2012,Cornell,St Bonaventure,68,72,Cornell,-4,Loss,Home
11/14/2012,Wagner,Delaware St,69,73,Delaware St,-4,Loss,Away
11/14/2012,N Kentucky,San Diego,61,65,San Diego,-4,Loss,Away
11/14/2012,North Florida,Savannah St,47,54,Savannah St,-7,Loss,Away
11/14/2012,Liberty,Georgetown,59,68,Georgetown,-9,Loss,Away
11/14/2012,UC Riverside,Fresno St,30,39,UC Riverside,-9,Loss,Home
11/14/2012,St Louis,Santa Clara,62,74,St Louis,-12,Loss,Home
11/14/2012,W Illinois,Edwardsville,50,62,Edwardsville,-12,Loss,Away
11/14/2012,NC Central,Wyoming,60,73,Wyoming,-13,Loss,Away
11/14/2012,Presbyterian,Georgia Tech,38,52,Georgia Tech,-14,Loss,Away
11/14/2012,Marist,Colgate,60,74,Colgate,-14,Loss,Away
11/14/2012,MD Baltimore Co,Loyola MD,70,86,Loyola MD,-16,Loss,Away
11/14/2012,UAB,Creighton,60,77,Creighton,-17,Loss,Away
11/14/2012,TAM C. Christi,Denver,51,68,Denver,-17,Loss,Away
11/14/2012,Wisconsin,Florida,56,74,Florida,-18,Loss,Away
11/14/2012,Ark Little Rock,Louisiana Tech,52,70,Louisiana Tech,-18,Loss,Away
11/14/2012,CS Bakersfield,CS Sacramento,67,85,CS Sacramento,-18,Loss,Away
11/14/2012,Binghamton,Navy,52,75,Navy,-23,Loss,Away
11/14/2012,Utah Valley,Washington St,49,72,Washington St,-23,Loss,Away
11/14/2012,NE Omaha,Texas Tech,63,91,Texas Tech,-28,Loss,Away
11/15/2012,Indiana,Sam Houston St,99,45,Indiana,54,Win,Home
11/15/2012,Iowa,Howard,66,36,Iowa,30,Win,Home
11/15/2012,UCLA,James Madison,100,70,UCLA,30,Win,Home
11/15/2012,Minnesota,Tennessee St,72,43,Minnesota,29,Win,Home
11/15/2012,Louisville,Samford,80,54,Louisville,26,Win,Home
11/15/2012,New Mexico St,SE Louisiana,81,56,New Mexico St,25,Win,Home
11/15/2012,Texas A&M,Prairie View,81,59,Texas A&M,22,Win,Home
11/15/2012,Arizona,UTEP,72,51,Arizona,21,Win,Home
11/15/2012,Tulsa,N Kentucky,76,56,Neutral,20,Win,Neutral
11/15/2012,Murray St,Auburn,79,59,Neutral,20,Win,Neutral
11/15/2012,Wyoming,South Dakota,71,51,Wyoming,20,Win,Home
11/15/2012,Jacksonville St,Alabama A&M,79,61,Jacksonville St,18,Win,Home
11/15/2012,Stanford,Alcorn St,69,51,Stanford,18,Win,Home
11/15/2012,NC State,Penn St,72,55,Neutral,17,Win,Neutral
11/15/2012,Wichita St,W Carolina,79,63,Wichita St,16,Win,Home
11/15/2012,Virginia Tech,VMI,95,80,Virginia Tech,15,Win,Home
11/15/2012,Central Conn,Brown,86,71,Central Conn,15,Win,Home
11/15/2012,Kansas,Chattanooga,69,55,Kansas,14,Win,Home
11/15/2012,Northwestern,MS Valley St,81,68,Northwestern,13,Win,Home
11/15/2012,Norfolk St,Longwood,78,66,Longwood,12,Win,Away
11/15/2012,Gardner Webb,DePaul,71,59,DePaul,12,Win,Away
11/15/2012,St John's,Col Charleston,64,53,Col Charleston,11,Win,Away
11/15/2012,SE Missouri St,McNeese St,64,53,SE Missouri St,11,Win,Home
11/15/2012,Cal Poly SLO,N Colorado,64,53,Cal Poly SLO,11,Win,Home
11/15/2012,Colorado,Dayton,67,57,Neutral,10,Win,Neutral
11/15/2012,Baylor,Boston College,84,74,Neutral,10,Win,Neutral
11/15/2012,Richmond,Hampton,68,58,Richmond,10,Win,Home
11/15/2012,St Mary's CA,Utah St,67,58,Utah St,9,Win,Away
11/15/2012,Villanova,Purdue,89,81,Neutral,8,Win,Neutral
11/15/2012,Tennessee,UNC Asheville,75,68,Neutral,7,Win,Neutral
11/15/2012,Bethune-Cookman,New Orleans,71,65,New Orleans,6,Win,Away
11/15/2012,Buffalo,Evansville,56,50,Evansville,6,Win,Away
11/15/2012,American Univ,Mt St Mary's,62,57,American Univ,5,Win,Home
11/15/2012,Oklahoma St,Akron,69,65,Neutral,4,Win,Neutral
11/15/2012,NC Central,Southern Univ,59,55,Neutral,4,Win,Neutral
11/15/2012,SMU,TCU,64,61,TCU,3,Win,Away
11/15/2012,Alabama,Oregon St,65,62,Neutral,3,Win,Neutral
11/15/2012,Portland,Idaho St,51,48,Portland,3,Win,Home
11/15/2012,CS Northridge,San Diego,74,71,San Diego,3,Win,Away
11/15/2012,Southern Miss,Georgia,62,60,Georgia,2,Win,Away
11/15/2012,Illinois St,Drexel,86,84,Drexel,2,Win,Away
11/15/2012,Massachusetts,Providence,77,75,Neutral,2,Win,Neutral
11/15/2012,Tennessee Tech,Coastal Car,71,69,Tennessee Tech,2,Win,Home
11/15/2012,Nebraska,Valparaiso,50,48,Nebraska,2,Win,Home
11/15/2012,San Jose St,Weber St,68,67,San Jose St,1,Win,Home
11/15/2012,Weber St,San Jose St,67,68,San Jose St,-1,Loss,Away
11/15/2012,Georgia,Southern Miss,60,62,Georgia,-2,Loss,Home
11/15/2012,Drexel,Illinois St,84,86,Drexel,-2,Loss,Home
11/15/2012,Providence,Massachusetts,75,77,Neutral,-2,Loss,Neutral
11/15/2012,Coastal Car,Tennessee Tech,69,71,Tennessee Tech,-2,Loss,Away
11/15/2012,Valparaiso,Nebraska,48,50,Nebraska,-2,Loss,Away
11/15/2012,TCU,SMU,61,64,TCU,-3,Loss,Home
11/15/2012,Oregon St,Alabama,62,65,Neutral,-3,Loss,Neutral
11/15/2012,Idaho St,Portland,48,51,Portland,-3,Loss,Away
11/15/2012,San Diego,CS Northridge,71,74,San Diego,-3,Loss,Home
11/15/2012,Akron,Oklahoma St,65,69,Neutral,-4,Loss,Neutral
11/15/2012,Southern Univ,NC Central,55,59,Neutral,-4,Loss,Neutral
11/15/2012,Mt St Mary's,American Univ,57,62,American Univ,-5,Loss,Away
11/15/2012,New Orleans,Bethune-Cookman,65,71,New Orleans,-6,Loss,Home
11/15/2012,Evansville,Buffalo,50,56,Evansville,-6,Loss,Home
11/15/2012,UNC Asheville,Tennessee,68,75,Neutral,-7,Loss,Neutral
11/15/2012,Purdue,Villanova,81,89,Neutral,-8,Loss,Neutral
11/15/2012,Utah St,St Mary's CA,58,67,Utah St,-9,Loss,Home
11/15/2012,Dayton,Colorado,57,67,Neutral,-10,Loss,Neutral
11/15/2012,Boston College,Baylor,74,84,Neutral,-10,Loss,Neutral
11/15/2012,Hampton,Richmond,58,68,Richmond,-10,Loss,Away
11/15/2012,Col Charleston,St John's,53,64,Col Charleston,-11,Loss,Home
11/15/2012,McNeese St,SE Missouri St,53,64,SE Missouri St,-11,Loss,Away
11/15/2012,N Colorado,Cal Poly SLO,53,64,Cal Poly SLO,-11,Loss,Away
11/15/2012,Longwood,Norfolk St,66,78,Longwood,-12,Loss,Home
11/15/2012,DePaul,Gardner Webb,59,71,DePaul,-12,Loss,Home
11/15/2012,MS Valley St,Northwestern,68,81,Northwestern,-13,Loss,Away
11/15/2012,Chattanooga,Kansas,55,69,Kansas,-14,Loss,Away
11/15/2012,VMI,Virginia Tech,80,95,Virginia Tech,-15,Loss,Away
11/15/2012,Brown,Central Conn,71,86,Central Conn,-15,Loss,Away
11/15/2012,W Carolina,Wichita St,63,79,Wichita St,-16,Loss,Away
11/15/2012,Penn St,NC State,55,72,Neutral,-17,Loss,Neutral
11/15/2012,Alabama A&M,Jacksonville St,61,79,Jacksonville St,-18,Loss,Away
11/15/2012,Alcorn St,Stanford,51,69,Stanford,-18,Loss,Away
11/15/2012,N Kentucky,Tulsa,56,76,Neutral,-20,Loss,Neutral
11/15/2012,Auburn,Murray St,59,79,Neutral,-20,Loss,Neutral
11/15/2012,South Dakota,Wyoming,51,71,Wyoming,-20,Loss,Away
11/15/2012,UTEP,Arizona,51,72,Arizona,-21,Loss,Away
11/15/2012,Prairie View,Texas A&M,59,81,Texas A&M,-22,Loss,Away
11/15/2012,SE Louisiana,New Mexico St,56,81,New Mexico St,-25,Loss,Away
11/15/2012,Samford,Louisville,54,80,Louisville,-26,Loss,Away
11/15/2012,Tennessee St,Minnesota,43,72,Minnesota,-29,Loss,Away
11/15/2012,Howard,Iowa,36,66,Iowa,-30,Loss,Away
11/15/2012,James Madison,UCLA,70,100,UCLA,-30,Loss,Away
11/15/2012,Sam Houston St,Indiana,45,99,Indiana,-54,Loss,Away
11/16/2012,Kentucky,Lafayette,101,49,Kentucky,52,Win,Home
11/16/2012,Mississippi,Ark Little Rock,92,52,Mississippi,40,Win,Home
11/16/2012,Ohio,UNC Wilmington,85,47,Ohio,38,Win,Home
11/16/2012,Harvard,Manhattan,79,45,Harvard,34,Win,Home
11/16/2012,Kent,Chicago St,92,63,Kent,29,Win,Home
11/16/2012,Oregon,Vanderbilt,74,48,Oregon,26,Win,Home
11/16/2012,Tulane,NE Omaha,76,52,Tulane,24,Win,Home
11/16/2012,Alabama,Villanova,77,55,Neutral,22,Win,Neutral
11/16/2012,Missouri,Nicholls St,74,54,Missouri,20,Win,Home
11/16/2012,South Florida,MD E Shore,78,59,South Florida,19,Win,Home
11/16/2012,Campbell,Appalachian St,101,82,Campbell,19,Win,Home
11/16/2012,Akron,UNC Asheville,82,63,Neutral,19,Win,Neutral
11/16/2012,Florida St,BYU,88,70,Neutral,18,Win,Neutral
11/16/2012,NC State,Massachusetts,94,76,Neutral,18,Win,Neutral
11/16/2012,Maryland,Long Island,91,74,Maryland,17,Win,Home
11/16/2012,Bucknell,Niagara,88,71,Niagara,17,Win,Away
11/16/2012,Clemson,Furman,72,55,Furman,17,Win,Away
11/16/2012,Oklahoma St,Tennessee,62,45,Neutral,17,Win,Neutral
11/16/2012,South Carolina,Morgan St,87,71,South Carolina,16,Win,Home
11/16/2012,Miami FL,Jacksonville,73,57,Miami FL,16,Win,Home
11/16/2012,Dayton,Boston College,87,71,Neutral,16,Win,Neutral
11/16/2012,Hartford,Sacred Heart,62,47,Hartford,15,Win,Home
11/16/2012,Youngstown St,St Francis PA,75,60,Youngstown St,15,Win,Home
11/16/2012,North Carolina,Long Beach St,78,63,Long Beach St,15,Win,Away
11/16/2012,E Kentucky,Kennesaw,85,71,E Kentucky,14,Win,Home
11/16/2012,South Dakota,NC Central,81,69,Neutral,12,Win,Neutral
11/16/2012,Wright St,NC A&T,56,44,Wright St,12,Win,Home
11/16/2012,Tulsa,San Diego,63,51,San Diego,12,Win,Away
11/16/2012,WI Green Bay,Southern Utah,66,54,Neutral,12,Win,Neutral
11/16/2012,California,Denver,72,61,Denver,11,Win,Away
11/16/2012,W Michigan,Loyola-Chicago,81,71,Neutral,10,Win,Neutral
11/16/2012,Evansville,Yale,66,56,Evansville,10,Win,Home
11/16/2012,Army,Binghamton,85,76,Army,9,Win,Home
11/16/2012,W Illinois,Buffalo,67,58,Neutral,9,Win,Neutral
11/16/2012,St Joseph's PA,Notre Dame,79,70,Neutral,9,Win,Neutral
11/16/2012,E Michigan,E Illinois,60,52,E Michigan,8,Win,Home
11/16/2012,Towson,Radford,75,67,Neutral,8,Win,Neutral
11/16/2012,Oregon St,Purdue,66,58,Neutral,8,Win,Neutral
11/16/2012,Wyoming,Southern Univ,67,60,Wyoming,7,Win,Home
11/16/2012,New Mexico,IL Chicago,66,59,Neutral,7,Win,Neutral
11/16/2012,Connecticut,Wake Forest,77,71,Neutral,6,Win,Neutral
11/16/2012,Rutgers,Princeton,58,52,Princeton,6,Win,Away
11/16/2012,Quinnipiac,Iona,98,92,Neutral,6,Win,Neutral
11/16/2012,Ball St,Wofford,66,61,Ball St,5,Win,Home
11/16/2012,Savannah St,Alabama St,59,54,Alabama St,5,Win,Away
11/16/2012,Fresno St,Pacific,66,61,Fresno St,5,Win,Home
11/16/2012,Murray St,St John's,72,67,Neutral,5,Win,Neutral
11/16/2012,CS Northridge,Siena,68,64,Neutral,4,Win,Neutral
11/16/2012,Oklahoma,UT Arlington,63,59,UT Arlington,4,Win,Away
11/16/2012,Arkansas St,TN Martin,77,73,TN Martin,4,Win,Away
11/16/2012,St Peter's,Cornell,68,64,Cornell,4,Win,Away
11/16/2012,Auburn,Col Charleston,55,51,Col Charleston,4,Win,Away
11/16/2012,George Mason,Mercer,52,49,Neutral,3,Win,Neutral
11/16/2012,IPFW,TX Pan American,97,94,Neutral,3,Win,Neutral
11/16/2012,Hofstra,S Dakota St,66,63,Hofstra,3,Win,Home
11/16/2012,East Carolina,UNC Greensboro,76,73,East Carolina,3,Win,Home
11/16/2012,TX Southern,ULL,74,71,TX Southern,3,Win,Home
11/16/2012,Nevada,CS Fullerton,80,77,Nevada,3,Win,Home
11/16/2012,CS Sacramento,Utah,74,71,Utah,3,Win,Away
11/16/2012,Penn St,Providence,55,52,Neutral,3,Win,Neutral
11/16/2012,Pepperdine,Washington St,58,56,Pepperdine,2,Win,Home
11/16/2012,Colorado,Baylor,60,58,Neutral,2,Win,Neutral
11/16/2012,Illinois,Hawaii,78,77,Hawaii,1,Win,Away
11/16/2012,Hawaii,Illinois,77,78,Hawaii,-1,Loss,Home
11/16/2012,Washington St,Pepperdine,56,58,Pepperdine,-2,Loss,Away
11/16/2012,Baylor,Colorado,58,60,Neutral,-2,Loss,Neutral
11/16/2012,Mercer,George Mason,49,52,Neutral,-3,Loss,Neutral
11/16/2012,TX Pan American,IPFW,94,97,Neutral,-3,Loss,Neutral
11/16/2012,S Dakota St,Hofstra,63,66,Hofstra,-3,Loss,Away
11/16/2012,UNC Greensboro,East Carolina,73,76,East Carolina,-3,Loss,Away
11/16/2012,ULL,TX Southern,71,74,TX Southern,-3,Loss,Away
11/16/2012,CS Fullerton,Nevada,77,80,Nevada,-3,Loss,Away
11/16/2012,Utah,CS Sacramento,71,74,Utah,-3,Loss,Home
11/16/2012,Providence,Penn St,52,55,Neutral,-3,Loss,Neutral
11/16/2012,Siena,CS Northridge,64,68,Neutral,-4,Loss,Neutral
11/16/2012,UT Arlington,Oklahoma,59,63,UT Arlington,-4,Loss,Home
11/16/2012,TN Martin,Arkansas St,73,77,TN Martin,-4,Loss,Home
11/16/2012,Cornell,St Peter's,64,68,Cornell,-4,Loss,Home
11/16/2012,Col Charleston,Auburn,51,55,Col Charleston,-4,Loss,Home
11/16/2012,Wofford,Ball St,61,66,Ball St,-5,Loss,Away
11/16/2012,Alabama St,Savannah St,54,59,Alabama St,-5,Loss,Home
11/16/2012,Pacific,Fresno St,61,66,Fresno St,-5,Loss,Away
11/16/2012,St John's,Murray St,67,72,Neutral,-5,Loss,Neutral
11/16/2012,Wake Forest,Connecticut,71,77,Neutral,-6,Loss,Neutral
11/16/2012,Princeton,Rutgers,52,58,Princeton,-6,Loss,Home
11/16/2012,Iona,Quinnipiac,92,98,Neutral,-6,Loss,Neutral
11/16/2012,Southern Univ,Wyoming,60,67,Wyoming,-7,Loss,Away
11/16/2012,IL Chicago,New Mexico,59,66,Neutral,-7,Loss,Neutral
11/16/2012,E Illinois,E Michigan,52,60,E Michigan,-8,Loss,Away
11/16/2012,Radford,Towson,67,75,Neutral,-8,Loss,Neutral
11/16/2012,Purdue,Oregon St,58,66,Neutral,-8,Loss,Neutral
11/16/2012,Binghamton,Army,76,85,Army,-9,Loss,Away
11/16/2012,Buffalo,W Illinois,58,67,Neutral,-9,Loss,Neutral
11/16/2012,Notre Dame,St Joseph's PA,70,79,Neutral,-9,Loss,Neutral
11/16/2012,Loyola-Chicago,W Michigan,71,81,Neutral,-10,Loss,Neutral
