Date,Team,Team Location,Team Score,Opponent,Opponent Score,Opponent Location,Neutral Site,Team Result,Team Differential,Opponent Differential
2/27/2014,UCLA,Home,83,Oregon,87,Away,,Loss,11.06,7.84
2/27/2014,Louisville,Home,88,Temple,66,Away,,Win,21.15,-4.19
2/27/2014,Temple,Away,66,Louisville,88,Home,,Loss,-4.19,21.15
2/27/2014,Northwestern LA,Away,88,SE Louisiana,83,Home,,Win,2.81,-2.90
2/27/2014,SE Louisiana,Home,83,Northwestern LA,88,Away,,Loss,-2.90,2.81
2/27/2014,SF Austin,Away,103,New Orleans,63,Home,,Win,13.85,-4.96
2/27/2014,New Orleans,Home,63,SF Austin,103,Away,,Loss,-4.96,13.85
2/27/2014,Houston,Home,77,Memphis,68,Away,,Win,-1.94,7.19
2/27/2014,Memphis,Away,68,Houston,77,Home,,Loss,7.19,-1.94
2/27/2014,Montana St,Home,77,Southern Utah,72,Away,,Win,-1.81,-15.90
2/27/2014,Southern Utah,Away,72,Montana St,77,Home,,Loss,-15.90,-1.81
2/27/2014,Northern Arizona,Away,66,Idaho St,65,Home,,Win,-1.41,0.62
2/27/2014,Idaho St,Home,65,Northern Arizona,66,Away,,Loss,0.62,-1.41
2/27/2014,Marquette,Home,75,Georgetown,73,Away,,Win,3.47,2.84
2/27/2014,Georgetown,Away,73,Marquette,75,Home,,Loss,2.84,3.47
2/27/2014,Missouri KC,Away,85,Grand Canyon,80,Home,,Win,-7.00,0.45
2/27/2014,Grand Canyon,Home,80,Missouri KC,85,Away,,Loss,0.45,-7.00
2/27/2014,Utah Valley,Home,66,New Mexico St,61,Away,,Win,2.61,10.31
2/27/2014,New Mexico St,Away,61,Utah Valley,66,Home,,Loss,10.31,2.61
2/27/2014,Long Beach St,Home,63,Hawaii,61,Away,,Win,-0.59,6.74
2/27/2014,Hawaii,Away,61,Long Beach St,63,Home,,Loss,6.74,-0.59
2/27/2014,Southern Miss,Home,78,Florida Intl,66,Away,,Win,9.36,-1.35
2/27/2014,Florida Intl,Away,66,Southern Miss,78,Home,,Loss,-1.35,9.36
2/27/2014,IPFW,Away,65,W Illinois,56,Home,,Win,6.59,-1.40
2/27/2014,W Illinois,Home,56,IPFW,65,Away,,Loss,-1.40,6.59
2/27/2014,Loy Marymount,Home,75,Santa Clara,71,Away,,Win,-3.84,0.45
2/27/2014,Santa Clara,Away,71,Loy Marymount,75,Home,,Loss,0.45,-3.84
2/27/2014,Hartford,Home,89,Binghamton,83,Away,,Win,-0.45,-10.00
2/27/2014,Binghamton,Away,83,Hartford,89,Home,,Loss,-10.00,-0.45
2/27/2014,N Kentucky,Home,96,Stetson,58,Away,,Win,-5.57,-10.84
2/27/2014,Stetson,Away,58,N Kentucky,96,Home,,Loss,-10.84,-5.57
2/27/2014,San Francisco,Away,77,Pepperdine,53,Home,,Win,3.75,-1.32
2/27/2014,Pepperdine,Home,53,San Francisco,77,Away,,Loss,-1.32,3.75
2/27/2014,St Mary's CA,Home,70,Portland,61,Away,,Win,6.24,3.03
2/27/2014,Portland,Away,61,St Mary's CA,70,Home,,Loss,3.03,6.24
2/27/2014,Albany NY,Home,66,New Hampshire,48,Away,,Win,2.19,-7.00
2/27/2014,New Hampshire,Away,48,Albany NY,66,Home,,Loss,-7.00,2.19
2/27/2014,WI Milwaukee,Away,68,Detroit,62,Home,,Win,0.47,0.25
2/27/2014,Detroit,Home,62,WI Milwaukee,68,Away,,Loss,0.25,0.47
2/27/2014,East Carolina,Home,75,Charlotte,68,Away,,Win,2.42,-0.19
2/27/2014,Charlotte,Away,68,East Carolina,75,Home,,Loss,-0.19,2.42
2/27/2014,Old Dominion,Home,70,Marshall,63,Away,,Win,-1.03,0.30
2/27/2014,Marshall,Away,63,Old Dominion,70,Home,,Loss,0.30,-1.03
2/27/2014,E Kentucky,Home,74,Tennessee Tech,67,Away,,Win,8.39,1.65
2/27/2014,Tennessee Tech,Away,67,E Kentucky,74,Home,,Loss,1.65,8.39
2/27/2014,Chattanooga,Away,83,W Carolina,81,Home,,Win,1.97,1.62
2/27/2014,W Carolina,Home,81,Chattanooga,83,Away,,Loss,1.62,1.97
2/27/2014,UAB,Away,61,Rice,60,Home,,Win,2.77,-7.67
2/27/2014,Rice,Home,60,UAB,61,Away,,Loss,-7.67,2.77
2/27/2014,VA Commonwealth,Away,85,Fordham,66,Home,,Win,10.12,-6.29
2/27/2014,Fordham,Home,66,VA Commonwealth,85,Away,,Loss,-6.29,10.12
2/27/2014,Tennessee St,Away,70,Morehead St,68,Home,,Win,-6.80,3.94
2/27/2014,Morehead St,Home,68,Tennessee St,70,Away,,Loss,3.94,-6.80
2/27/2014,Arkansas,Away,71,Kentucky,67,Home,,Win,9.03,9.26
2/27/2014,Kentucky,Home,67,Arkansas,71,Away,,Loss,9.26,9.03
2/27/2014,St Francis NY,Home,62,Bryant,59,Away,,Win,2.13,1.47
2/27/2014,Bryant,Away,59,St Francis NY,62,Home,,Loss,1.47,2.13
2/27/2014,Wagner,Home,74,St Francis PA,45,Away,,Win,3.06,-7.55
2/27/2014,St Francis PA,Away,45,Wagner,74,Home,,Loss,-7.55,3.06
2/27/2014,MA Lowell,Home,84,Maine,72,Away,,Win,-7.86,-10.79
2/27/2014,Maine,Away,72,MA Lowell,84,Home,,Loss,-10.79,-7.86
2/27/2014,North Florida,Away,79,Mercer,76,Home,,Win,-1.84,12.91
2/27/2014,Mercer,Home,76,North Florida,79,Away,,Loss,12.91,-1.84
2/27/2014,Louisiana Tech,Home,55,Middle Tenn St,39,Away,,Win,15.65,8.24
2/27/2014,Middle Tenn St,Away,39,Louisiana Tech,55,Home,,Loss,8.24,15.65
2/27/2014,Oral Roberts,Home,75,Lamar,67,Away,,Win,2.12,-10.57
2/27/2014,Lamar,Away,67,Oral Roberts,75,Home,,Loss,-10.57,2.12
2/27/2014,Lipscomb,Home,92,FL Gulf Coast,71,Away,,Win,-2.63,5.00
2/27/2014,FL Gulf Coast,Away,71,Lipscomb,92,Home,,Loss,5.00,-2.63
2/27/2014,Duquesne,Away,71,St Louis,64,Home,,Win,-0.37,8.78
2/27/2014,St Louis,Home,64,Duquesne,71,Away,,Loss,8.78,-0.37
2/27/2014,North Dakota,Home,83,Portland St,73,Away,,Win,0.15,1.00
2/27/2014,Portland St,Away,73,North Dakota,83,Home,,Loss,1.00,0.15
2/27/2014,Penn St,Home,65,Ohio St,63,Away,,Win,0.59,10.03
2/27/2014,Ohio St,Away,63,Penn St,65,Home,,Loss,10.03,0.59
2/27/2014,Ga Southern,Away,82,Furman,73,Home,,Win,-0.76,-8.03
2/27/2014,Furman,Home,73,Ga Southern,82,Away,,Loss,-8.03,-0.76
2/27/2014,Sacred Heart,Away,72,Mt St Mary's,65,Home,,Win,-6.97,-1.72
2/27/2014,Mt St Mary's,Home,65,Sacred Heart,72,Away,,Loss,-1.72,-6.97
2/27/2014,Robert Morris,Away,69,F Dickinson,64,Home,,Win,0.29,-6.48
2/27/2014,F Dickinson,Home,64,Robert Morris,69,Away,,Loss,-6.48,0.29
2/27/2014,Vermont,Home,69,Stony Brook,53,Away,,Win,10.66,5.58
2/27/2014,Stony Brook,Away,53,Vermont,69,Home,,Loss,5.58,10.66
2/27/2014,Wofford,Away,63,Elon,59,Home,,Win,5.25,3.47
2/27/2014,Elon,Home,59,Wofford,63,Away,,Loss,3.47,5.25
2/27/2014,Central Conn,Away,86,Long Island,82,Home,,Win,-6.70,-8.10
2/27/2014,Long Island,Home,82,Central Conn,86,Away,,Loss,-8.10,-6.70
2/27/2014,Jacksonville,Away,71,Kennesaw,69,Home,,Win,-5.13,-9.29
2/27/2014,Kennesaw,Home,69,Jacksonville,71,Away,,Loss,-9.29,-5.13
2/27/2014,Davidson,Home,79,UNC Greensboro,46,Away,,Win,6.09,-3.31
2/27/2014,UNC Greensboro,Away,46,Davidson,79,Home,,Loss,-3.31,6.09
2/28/2014,Manhattan,Home,80,Iona,77,Away,,Win,7.38,6.28
2/28/2014,Iona,Away,77,Manhattan,80,Home,,Loss,6.28,7.38
2/28/2014,Columbia,Away,84,Dartmouth,72,Home,,Win,4.84,1.46
2/28/2014,Dartmouth,Home,72,Columbia,84,Away,,Loss,1.46,4.84
2/28/2014,Monmouth NJ,Home,75,Niagara,50,Away,,Win,-4.06,-6.82
2/28/2014,Niagara,Away,50,Monmouth NJ,75,Home,,Loss,-6.82,-4.06
2/28/2014,Washington,Home,72,Washington St,49,Away,,Win,-0.19,-1.52
2/28/2014,Washington St,Away,49,Washington,72,Home,,Loss,-1.52,-0.19
2/28/2014,Providence,Away,74,Seton Hall,69,Home,,Win,3.68,1.97
2/28/2014,Seton Hall,Home,69,Providence,74,Away,,Loss,1.97,3.68
2/28/2014,Harvard,Home,72,Cornell,47,Away,,Win,13.13,-14.29
2/28/2014,Cornell,Away,47,Harvard,72,Home,,Loss,-14.29,13.13
2/28/2014,Brown,Away,76,Penn,67,Home,,Win,4.18,-6.57
2/28/2014,Penn,Home,67,Brown,76,Away,,Loss,-6.57,4.18
2/28/2014,Princeton,Home,57,Yale,46,Away,,Win,7.21,0.46
2/28/2014,Yale,Away,46,Princeton,57,Home,,Loss,0.46,7.21
2/28/2014,Fairfield,Home,78,Marist,74,Away,,Win,-6.56,-3.68
2/28/2014,Marist,Away,74,Fairfield,78,Home,,Loss,-3.68,-6.56
2/28/2014,SC Upstate,Home,79,ETSU,73,Away,,Win,4.42,0.58
2/28/2014,ETSU,Away,73,SC Upstate,79,Home,,Loss,0.58,4.42
2/28/2014,Canisius,Away,79,Rider,66,Home,,Win,3.09,-2.65
2/28/2014,Rider,Home,66,Canisius,79,Away,,Loss,-2.65,3.09
3/1/2014,Georgia St,Away,66,Texas St,55,Home,,Win,10.13,-4.65
3/1/2014,Texas St,Home,55,Georgia St,66,Away,,Loss,-4.65,10.13
3/1/2014,Belmont,Away,76,Jacksonville St,53,Home,,Win,5.88,-5.23
3/1/2014,Jacksonville St,Home,53,Belmont,76,Away,,Loss,-5.23,5.88
3/1/2014,Arizona St,Home,78,California,60,Away,,Win,6.16,2.88
3/1/2014,California,Away,60,Arizona St,78,Home,,Loss,2.88,6.16
3/1/2014,SF Austin,Away,75,SE Louisiana,62,Home,,Win,13.85,-2.90
3/1/2014,SE Louisiana,Home,62,SF Austin,75,Away,,Loss,-2.90,13.85
3/1/2014,Austin Peay,Away,88,TN Martin,85,Home,,Win,-2.70,-7.16
3/1/2014,TN Martin,Home,85,Austin Peay,88,Away,,Loss,-7.16,-2.70
3/1/2014,St Francis NY,Home,79,F Dickinson,56,Away,,Win,2.13,-6.48
3/1/2014,F Dickinson,Away,56,St Francis NY,79,Home,,Loss,-6.48,2.13
3/1/2014,Xavier,Home,75,Creighton,69,Away,,Win,4.27,12.12
3/1/2014,Creighton,Away,69,Xavier,75,Home,,Loss,12.12,4.27
3/1/2014,VA Commonwealth,Home,67,St Louis,56,Away,,Win,10.12,8.78
3/1/2014,St Louis,Away,56,VA Commonwealth,67,Home,,Loss,8.78,10.12
3/1/2014,Michigan,Home,66,Minnesota,56,Away,,Win,9.03,3.42
3/1/2014,Minnesota,Away,56,Michigan,66,Home,,Loss,3.42,9.03
3/1/2014,TX Southern,Home,86,Alabama St,66,Away,,Win,2.55,2.00
3/1/2014,Alabama St,Away,66,TX Southern,86,Home,,Loss,2.00,2.55
3/1/2014,South Carolina,Home,72,Kentucky,67,Away,,Win,-1.56,9.26
3/1/2014,Kentucky,Away,67,South Carolina,72,Home,,Loss,9.26,-1.56
3/1/2014,Jackson St,Home,82,MS Valley St,64,Away,,Win,-2.90,-9.03
3/1/2014,MS Valley St,Away,64,Jackson St,82,Home,,Loss,-9.03,-2.90
3/1/2014,Ark Pine Bluff,Away,61,Grambling,52,Home,,Win,-7.45,-14.24
3/1/2014,Grambling,Home,52,Ark Pine Bluff,61,Away,,Loss,-14.24,-7.45
3/1/2014,Hampton,Home,61,Norfolk St,53,Away,,Win,2.97,1.03
3/1/2014,Norfolk St,Away,53,Hampton,61,Home,,Loss,1.03,2.97
3/1/2014,Southern Univ,Away,67,Alcorn St,54,Home,,Win,5.38,-3.74
3/1/2014,Alcorn St,Home,54,Southern Univ,67,Away,,Loss,-3.74,5.38
3/1/2014,Savannah St,Away,71,NC A&T,67,Home,,Win,-2.78,-7.91
3/1/2014,NC A&T,Home,67,Savannah St,71,Away,,Loss,-7.91,-2.78
3/1/2014,Middle Tenn St,Home,65,Rice,41,Away,,Win,8.24,-7.67
3/1/2014,Rice,Away,41,Middle Tenn St,65,Home,,Loss,-7.67,8.24
3/1/2014,NC Central,Home,86,S Carolina St,44,Away,,Win,15.39,-9.90
3/1/2014,S Carolina St,Away,44,NC Central,86,Home,,Loss,-9.90,15.39
3/1/2014,Morgan St,Home,65,Bethune-Cookman,61,Away,,Win,-0.77,-6.88
3/1/2014,Bethune-Cookman,Away,61,Morgan St,65,Home,,Loss,-6.88,-0.77
3/1/2014,Wagner,Home,59,Robert Morris,48,Away,,Win,3.06,0.29
3/1/2014,Robert Morris,Away,48,Wagner,59,Home,,Loss,0.29,3.06
3/1/2014,SMU,Home,70,UCF,55,Away,,Win,9.09,-0.90
3/1/2014,UCF,Away,55,SMU,70,Home,,Loss,-0.90,9.09
3/1/2014,High Point,Home,56,Campbell,53,Away,,Win,-1.43,-3.97
3/1/2014,Campbell,Away,53,High Point,56,Home,,Loss,-3.97,-1.43
3/1/2014,Howard,Away,55,Delaware St,53,Home,,Win,-9.82,-3.30
3/1/2014,Delaware St,Home,53,Howard,55,Away,,Loss,-3.30,-9.82
3/1/2014,McNeese St,Home,95,Abilene Chr,91,Away,,Win,-7.97,-0.45
3/1/2014,Abilene Chr,Away,91,McNeese St,95,Home,,Loss,-0.45,-7.97
3/1/2014,Evansville,Away,75,Loyola-Chicago,72,Home,,Win,-2.82,-2.94
3/1/2014,Loyola-Chicago,Home,72,Evansville,75,Away,,Loss,-2.94,-2.82
3/1/2014,Winthrop,Home,82,Presbyterian,60,Away,,Win,2.64,-11.03
3/1/2014,Presbyterian,Away,60,Winthrop,82,Home,,Loss,-11.03,2.64
3/1/2014,Cent Arkansas,Home,76,Lamar,69,Away,,Win,-6.72,-10.57
3/1/2014,Lamar,Away,69,Cent Arkansas,76,Home,,Loss,-10.57,-6.72
3/1/2014,Nebraska,Home,54,Northwestern,47,Away,,Win,2.13,-3.85
3/1/2014,Northwestern,Away,47,Nebraska,54,Home,,Loss,-3.85,2.13
3/1/2014,S Dakota St,Home,75,South Dakota,61,Away,,Win,4.00,-2.27
3/1/2014,South Dakota,Away,61,S Dakota St,75,Home,,Loss,-2.27,4.00
3/1/2014,Troy,Away,61,ULM,46,Home,,Win,-1.61,-4.19
3/1/2014,ULM,Home,46,Troy,61,Away,,Loss,-4.19,-1.61
3/1/2014,VMI,Away,86,Longwood,66,Home,,Win,6.03,-10.47
3/1/2014,Longwood,Home,66,VMI,86,Away,,Loss,-10.47,6.03
3/1/2014,Radford,Away,87,Liberty,83,Home,,Win,4.48,0.50
3/1/2014,Liberty,Home,83,Radford,87,Away,,Loss,0.50,4.48
3/1/2014,Incarnate Word,Away,69,Nicholls St,67,Home,,Win,10.41,-4.41
3/1/2014,Nicholls St,Home,67,Incarnate Word,69,Away,,Loss,-4.41,10.41
3/1/2014,UNC Asheville,Home,83,Gardner Webb,71,Away,,Win,1.94,3.52
3/1/2014,Gardner Webb,Away,71,UNC Asheville,83,Home,,Loss,3.52,1.94
3/1/2014,SE Missouri St,Home,118,Murray St,115,Away,,Win,4.38,4.52
3/1/2014,Murray St,Away,115,SE Missouri St,118,Home,,Loss,4.52,4.38
3/1/2014,Grand Canyon,Home,84,Chicago St,74,Away,,Win,0.45,-6.47
3/1/2014,Chicago St,Away,74,Grand Canyon,84,Home,,Loss,-6.47,0.45
3/1/2014,CS Fullerton,Home,84,Long Beach St,76,Away,,Win,-3.97,-0.59
3/1/2014,Long Beach St,Away,76,CS Fullerton,84,Home,,Loss,-0.59,-3.97
3/1/2014,Utah Valley,Home,45,TX Pan American,42,Away,,Win,2.61,-5.03
3/1/2014,TX Pan American,Away,42,Utah Valley,45,Home,,Loss,-5.03,2.61
3/1/2014,Northern Arizona,Away,73,Weber St,71,Home,,Win,-1.41,6.73
3/1/2014,Weber St,Home,71,Northern Arizona,73,Away,,Loss,6.73,-1.41
3/1/2014,Montana,Home,82,Southern Utah,54,Away,,Win,1.77,-15.90
3/1/2014,Southern Utah,Away,54,Montana,82,Home,,Loss,-15.90,1.77
3/1/2014,UT Arlington,Home,80,W Kentucky,73,Away,,Win,-1.41,1.06
3/1/2014,W Kentucky,Away,73,UT Arlington,80,Home,,Loss,1.06,-1.41
3/1/2014,Houston,Away,89,Temple,79,Home,,Win,-1.94,-4.19
3/1/2014,Temple,Home,79,Houston,89,Away,,Loss,-4.19,-1.94
3/1/2014,Oklahoma St,Home,72,Kansas,65,Away,,Win,11.24,9.15
3/1/2014,Kansas,Away,65,Oklahoma St,72,Home,,Loss,9.15,11.24
3/1/2014,Idaho St,Home,80,CS Sacramento,67,Away,,Win,0.62,-0.30
3/1/2014,CS Sacramento,Away,67,Idaho St,80,Home,,Loss,-0.30,0.62
3/1/2014,Gonzaga,Away,75,St Mary's CA,47,Home,,Win,11.88,6.24
3/1/2014,St Mary's CA,Home,47,Gonzaga,75,Away,,Loss,6.24,11.88
3/1/2014,Seattle,Home,76,Idaho,68,Away,,Win,0.67,-2.21
3/1/2014,Idaho,Away,68,Seattle,76,Home,,Loss,-2.21,0.67
3/1/2014,San Diego St,Away,82,Fresno St,67,Home,,Win,13.97,1.91
3/1/2014,Fresno St,Home,67,San Diego St,82,Away,,Loss,1.91,13.97
3/1/2014,New Mexico St,Away,72,CS Bakersfield,57,Home,,Win,10.31,0.78
3/1/2014,CS Bakersfield,Home,57,New Mexico St,72,Away,,Loss,0.78,10.31
3/1/2014,UC Riverside,Home,106,CS Northridge,105,Away,,Win,-3.13,-0.66
3/1/2014,CS Northridge,Away,105,UC Riverside,106,Home,,Loss,-0.66,-3.13
3/1/2014,Portland St,Away,77,N Colorado,68,Home,,Win,1.00,4.10
3/1/2014,N Colorado,Home,68,Portland St,77,Away,,Loss,4.10,1.00
3/1/2014,Santa Barbara,Away,67,UC Davis,54,Home,,Win,5.90,-7.55
3/1/2014,UC Davis,Home,54,Santa Barbara,67,Away,,Loss,-7.55,5.90
3/1/2014,UC Irvine,Home,55,Cal Poly SLO,48,Away,,Win,7.38,-0.22
3/1/2014,Cal Poly SLO,Away,48,UC Irvine,55,Home,,Loss,-0.22,7.38
3/1/2014,Davidson,Away,86,Elon,69,Home,,Win,6.09,3.47
3/1/2014,Elon,Home,69,Davidson,86,Away,,Loss,3.47,6.09
3/1/2014,E Kentucky,Home,70,Tennessee St,66,Away,,Win,8.39,-6.80
3/1/2014,Tennessee St,Away,66,E Kentucky,70,Home,,Loss,-6.80,8.39
3/1/2014,Alabama A&M,Away,72,Prairie View,65,Home,,Win,-2.47,-7.68
3/1/2014,Prairie View,Home,65,Alabama A&M,72,Away,,Loss,-7.68,-2.47
3/1/2014,Kansas St,Home,80,Iowa St,73,Away,,Win,4.00,8.97
3/1/2014,Iowa St,Away,73,Kansas St,80,Home,,Loss,8.97,4.00
3/1/2014,Dartmouth,Home,87,Cornell,78,Away,,Win,1.46,-14.29
3/1/2014,Cornell,Away,78,Dartmouth,87,Home,,Loss,-14.29,1.46
3/1/2014,Harvard,Home,80,Columbia,47,Away,,Win,13.13,4.84
3/1/2014,Columbia,Away,47,Harvard,80,Home,,Loss,4.84,13.13
3/1/2014,Texas A&M,Home,71,Mississippi,60,Away,,Win,1.72,2.48
3/1/2014,Mississippi,Away,60,Texas A&M,71,Home,,Loss,2.48,1.72
3/1/2014,Chattanooga,Home,63,Appalachian St,44,Away,,Win,1.97,-3.93
3/1/2014,Appalachian St,Away,44,Chattanooga,63,Home,,Loss,-3.93,1.97
3/1/2014,Samford,Home,93,W Carolina,86,Away,,Win,-5.88,1.62
3/1/2014,W Carolina,Away,86,Samford,93,Home,,Loss,1.62,-5.88
3/1/2014,E Illinois,Away,78,Edwardsville,74,Home,,Win,-5.87,-3.23
3/1/2014,Edwardsville,Home,74,E Illinois,78,Away,,Loss,-3.23,-5.87
3/1/2014,N Dakota St,Home,78,Denver,68,Away,,Win,11.03,1.45
3/1/2014,Denver,Away,68,N Dakota St,78,Home,,Loss,1.45,11.03
3/1/2014,Oral Roberts,Home,80,Sam Houston St,73,Away,,Win,2.12,6.03
3/1/2014,Sam Houston St,Away,73,Oral Roberts,80,Home,,Loss,6.03,2.12
3/1/2014,Utah St,Away,75,San Jose St,58,Home,,Win,2.59,-9.16
3/1/2014,San Jose St,Home,58,Utah St,75,Away,,Loss,-9.16,2.59
3/1/2014,UNC Greensboro,Away,73,Wofford,71,Home,,Win,-3.31,5.25
3/1/2014,Wofford,Home,71,UNC Greensboro,73,Away,,Loss,5.25,-3.31
3/1/2014,Toledo,Home,96,W Michigan,85,Away,,Win,6.39,5.06
3/1/2014,W Michigan,Away,85,Toledo,96,Home,,Loss,5.06,6.39
3/1/2014,TAM C. Christi,Home,65,Houston Bap,45,Away,,Win,1.75,-9.10
3/1/2014,Houston Bap,Away,45,TAM C. Christi,65,Home,,Loss,-9.10,1.75
3/1/2014,Citadel,Home,80,Ga Southern,63,Away,,Win,-7.33,-0.76
3/1/2014,Ga Southern,Away,63,Citadel,80,Home,,Loss,-0.76,-7.33
3/1/2014,Oakland,Away,87,Youngstown St,81,Home,,Win,-3.00,2.84
3/1/2014,Youngstown St,Home,81,Oakland,87,Away,,Loss,2.84,-3.00
3/1/2014,Tennessee,Home,76,Vanderbilt,38,Away,,Win,10.27,-0.97
3/1/2014,Vanderbilt,Away,38,Tennessee,76,Home,,Loss,-0.97,10.27
3/1/2014,S Illinois,Home,66,Illinois St,65,Away,,Win,0.00,-0.35
3/1/2014,Illinois St,Away,65,S Illinois,66,Home,,Loss,-0.35,0.00
3/1/2014,Bucknell,Away,56,American Univ,51,Home,,Win,1.83,5.31
3/1/2014,American Univ,Home,51,Bucknell,56,Away,,Loss,5.31,1.83
3/1/2014,Colgate,Away,74,Lehigh,57,Home,,Win,2.42,-2.69
3/1/2014,Lehigh,Home,57,Colgate,74,Away,,Loss,-2.69,2.42
3/1/2014,Hofstra,Home,82,James Madison,71,Away,,Win,-4.67,-5.45
3/1/2014,James Madison,Away,71,Hofstra,82,Home,,Loss,-5.45,-4.67
3/1/2014,Loyola MD,Away,67,Navy,65,Home,,Win,-6.70,-4.57
3/1/2014,Navy,Home,65,Loyola MD,67,Away,,Loss,-4.57,-6.70
3/1/2014,Tennessee Tech,Away,91,Morehead St,84,Home,,Win,1.65,3.94
3/1/2014,Morehead St,Home,84,Tennessee Tech,91,Away,,Loss,3.94,1.65
3/1/2014,FL Gulf Coast,Away,92,N Kentucky,72,Home,,Win,5.00,-5.57
3/1/2014,N Kentucky,Home,72,FL Gulf Coast,92,Away,,Loss,-5.57,5.00
3/1/2014,Northwestern LA,Away,84,New Orleans,71,Home,,Win,2.81,-4.96
3/1/2014,New Orleans,Home,71,Northwestern LA,84,Away,,Loss,-4.96,2.81
3/1/2014,Mercer,Home,69,Jacksonville,55,Away,,Win,12.91,-5.13
3/1/2014,Jacksonville,Away,55,Mercer,69,Home,,Loss,-5.13,12.91
3/1/2014,W Illinois,Home,75,IUPUI,70,Away,,Win,-1.40,-8.03
3/1/2014,IUPUI,Away,70,W Illinois,75,Home,,Loss,-8.03,-1.40
3/1/2014,Cleveland St,Away,63,Valparaiso,52,Home,,Win,7.06,4.79
3/1/2014,Valparaiso,Home,52,Cleveland St,63,Away,,Loss,4.79,7.06
3/1/2014,Ark Little Rock,Home,74,Arkansas St,67,Away,,Win,-2.59,4.16
3/1/2014,Arkansas St,Away,67,Ark Little Rock,74,Home,,Loss,4.16,-2.59
3/1/2014,Illinois,Away,53,Michigan St,46,Home,,Win,2.09,10.62
3/1/2014,Michigan St,Home,46,Illinois,53,Away,,Loss,10.62,2.09
3/1/2014,Iowa,Home,83,Purdue,76,Away,,Win,11.91,0.59
3/1/2014,Purdue,Away,76,Iowa,83,Home,,Loss,0.59,11.91
3/1/2014,Drake,Home,71,Bradley,66,Away,,Win,0.03,-2.41
3/1/2014,Bradley,Away,66,Drake,71,Home,,Loss,-2.41,0.03
3/1/2014,Towson,Home,70,William & Mary,68,Away,,Win,4.82,1.84
3/1/2014,William & Mary,Away,68,Towson,70,Home,,Loss,1.84,4.82
3/1/2014,Northeastern,Home,54,Drexel,52,Away,,Win,-2.81,1.47
3/1/2014,Drexel,Away,52,Northeastern,54,Home,,Loss,1.47,-2.81
3/1/2014,Princeton,Home,69,Brown,64,Away,,Win,7.21,4.18
3/1/2014,Brown,Away,64,Princeton,69,Home,,Loss,4.18,7.21
3/1/2014,Miami FL,Away,85,NC State,70,Home,,Win,1.97,1.32
3/1/2014,NC State,Home,70,Miami FL,85,Away,,Loss,1.32,1.97
3/1/2014,Dayton,Home,86,Massachusetts,79,Away,,Win,5.76,5.34
3/1/2014,Massachusetts,Away,79,Dayton,86,Home,,Loss,5.34,5.76
3/1/2014,Lipscomb,Home,83,Stetson,76,Away,,Win,-2.63,-10.84
3/1/2014,Stetson,Away,76,Lipscomb,83,Home,,Loss,-10.84,-2.63
3/1/2014,Boston Univ,Away,68,Holy Cross,64,Home,,Win,4.41,1.88
3/1/2014,Holy Cross,Home,64,Boston Univ,68,Away,,Loss,1.88,4.41
3/1/2014,Connecticut,Home,51,Cincinnati,45,Away,,Win,8.74,10.39
3/1/2014,Cincinnati,Away,45,Connecticut,51,Home,,Loss,10.39,8.74
3/1/2014,Rutgers,Home,74,South Florida,73,Away,,Win,-5.09,-5.13
3/1/2014,South Florida,Away,73,Rutgers,74,Home,,Loss,-5.13,-5.09
3/1/2014,Akron,Home,57,Bowling Green,47,Away,,Win,1.88,-1.50
3/1/2014,Bowling Green,Away,47,Akron,57,Home,,Loss,-1.50,1.88
3/1/2014,Northern Iowa,Away,71,Indiana St,69,Home,,Win,3.45,3.27
3/1/2014,Indiana St,Home,69,Northern Iowa,71,Away,,Loss,3.27,3.45
3/1/2014,La Salle,Away,64,Fordham,62,Home,,Win,-0.65,-6.29
3/1/2014,Fordham,Home,62,La Salle,64,Away,,Loss,-6.29,-0.65
3/1/2014,WI Green Bay,Away,75,Detroit,66,Home,,Win,10.67,0.25
3/1/2014,Detroit,Home,66,WI Green Bay,75,Away,,Loss,0.25,10.67
3/1/2014,Yale,Away,70,Penn,63,Home,,Win,0.46,-6.57
3/1/2014,Penn,Home,63,Yale,70,Away,,Loss,-6.57,0.46
3/1/2014,Kent,Away,75,Ohio,61,Home,,Win,1.25,4.85
3/1/2014,Ohio,Home,61,Kent,75,Away,,Loss,4.85,1.25
3/1/2014,West Virginia,Home,81,TCU,59,Away,,Win,4.25,-8.84
3/1/2014,TCU,Away,59,West Virginia,81,Home,,Loss,-8.84,4.25
3/1/2014,Delaware,Away,89,Col Charleston,86,Home,,Win,4.38,0.31
3/1/2014,Col Charleston,Home,86,Delaware,89,Away,,Loss,0.31,4.38
3/1/2014,Wichita St,Home,68,Missouri St,45,Away,,Win,15.88,0.44
3/1/2014,Missouri St,Away,45,Wichita St,68,Home,,Loss,0.44,15.88
3/1/2014,Alabama,Home,73,Auburn,57,Away,,Win,0.63,-0.37
3/1/2014,Auburn,Away,57,Alabama,73,Home,,Loss,-0.37,0.63
3/1/2014,BYU,Away,78,San Diego,70,Home,,Win,7.18,2.09
3/1/2014,San Diego,Home,70,BYU,78,Away,,Loss,2.09,7.18
3/1/2014,San Francisco,Away,65,Loy Marymount,61,Home,,Win,3.75,-3.84
3/1/2014,Loy Marymount,Home,61,San Francisco,65,Away,,Loss,-3.84,3.75
